fecha,dia_semana,es_fin_de_semana,n_total,n_low,n_medium,n_high,n_presentes,N02BE_demand,N05B_demand,M01AB_demand,total_demand
2014-02-09,6,1,102,56,29,17,69,197.6657142857143,35.46,15.182857142857143,182.99
2014-02-10,0,0,101,57,27,17,101,204.56999999999996,37.11857142857143,15.384285714285713,337.12
2014-02-11,1,0,100,56,26,18,100,217.20142857142858,40.95142857142857,18.342857142857145,381.71
2014-02-12,2,0,100,56,26,18,100,228.56428571428572,38.42285714285715,20.78142857142857,544.2800000000001
2014-02-13,3,0,101,56,27,18,101,231.62285714285716,36.74,20.888571428571428,383.05
2014-02-14,4,0,101,56,27,18,101,252.33571428571426,33.980000000000004,20.888571428571428,334.0
2014-02-15,5,1,101,56,27,18,71,254.00285714285715,32.66857142857143,21.322857142857142,197.87
2014-02-16,6,1,101,59,24,18,72,256.70428571428573,31.701428571428572,21.75142857142857,178.53
2014-02-17,0,0,98,58,22,18,98,243.4542857142857,28.60571428571429,23.162857142857145,232.58
2014-02-18,1,0,98,58,21,19,98,243.34285714285716,26.17571428571429,21.954285714285714,355.46
2014-02-19,2,0,98,58,21,19,98,243.34285714285716,28.40142857142857,19.51571428571429,490.47
2014-02-20,3,0,98,57,22,19,98,220.28571428571428,28.941428571428567,20.84714285714286,202.07
2014-02-21,4,0,100,59,22,19,100,203.7657142857143,29.87857142857143,21.794285714285714,232.79
2014-02-22,5,1,102,60,22,20,67,195.27571428571426,30.851428571428574,23.16,168.81
2014-02-23,6,1,103,60,23,20,66,184.88428571428568,31.78142857142857,22.731428571428573,120.08
2014-02-24,0,0,103,59,25,19,103,185.25857142857143,29.868571428571432,22.85571428571429,215.84
2014-02-25,1,0,105,61,24,20,105,178.06,30.12,21.914285714285715,300.24
2014-02-26,2,0,104,60,24,20,104,168.82571428571427,26.85857142857143,22.578571428571426,267.28000000000003
2014-02-27,3,0,102,58,24,20,102,181.27,24.63285714285714,20.958571428571425,259.05
2014-02-28,4,0,101,56,25,20,101,191.92857142857142,23.38714285714286,21.762857142857143,304.31
2014-03-01,5,1,102,60,22,20,75,211.6914285714286,22.095714285714283,21.400000000000002,295.57
2014-03-02,6,1,103,61,22,20,68,202.87428571428572,21.165714285714284,21.400000000000002,52.25999999999999
2014-03-03,0,0,103,61,23,19,103,198.47714285714284,21.165714285714284,19.66142857142857,167.79
2014-03-04,1,0,103,61,22,20,103,206.20142857142855,19.454285714285714,19.65142857142857,367.03
2014-03-05,2,0,103,62,20,21,103,196.80428571428573,19.454285714285714,18.987142857142857,193.49
2014-03-06,3,0,102,63,18,21,102,207.41714285714286,21.768571428571427,18.987142857142857,353.51000000000005
2014-03-07,4,0,99,59,20,20,99,195.85,19.592857142857145,17.392857142857142,187.75
2014-03-08,5,1,101,60,20,21,69,177.44000000000003,20.342857142857145,16.40142857142857,165.01
2014-03-09,6,1,101,61,19,21,66,179.57571428571427,20.342857142857145,16.40142857142857,61.45
2014-03-10,0,0,101,59,21,21,101,201.04285714285717,21.922857142857143,18.365714285714287,372.52
2014-03-11,1,0,101,58,23,20,101,187.48714285714286,23.078571428571426,18.842857142857145,258.8
2014-03-12,2,0,101,57,23,21,101,181.78571428571428,28.807142857142853,19.92142857142857,211.32
2014-03-13,3,0,104,59,23,22,104,154.20000000000002,27.0,19.92142857142857,142.21
2014-03-14,4,0,105,61,22,22,105,146.41428571428568,28.774285714285714,20.407142857142862,158.26999999999998
2014-03-15,5,1,107,61,21,25,78,145.68571428571428,31.75,20.584285714285716,181.98
2014-03-16,6,1,106,60,19,27,68,147.05714285714285,31.75,20.584285714285716,85.92000000000002
2014-03-17,0,0,105,61,18,26,105,141.35,30.22714285714286,22.90285714285714,320.43
2014-03-18,1,0,107,61,20,26,107,133.29,29.23714285714286,25.43285714285714,213.16
2014-03-19,2,0,107,61,20,26,107,137.19714285714286,23.50857142857143,25.102857142857143,183.54
2014-03-20,3,0,106,60,21,25,106,160.6257142857143,22.065714285714282,25.104285714285712,298.38
2014-03-21,4,0,105,57,22,26,105,184.99857142857144,20.291428571428575,26.804285714285715,325.30999999999995
2014-03-22,5,1,105,57,23,25,78,187.76142857142855,17.53,26.34857142857143,178.8
2014-03-23,6,1,106,56,25,25,74,193.32571428571427,22.53,28.74285714285714,128.27
2014-03-24,0,0,104,55,23,26,104,179.63000000000002,23.045714285714286,26.521428571428572,212.62
2014-03-25,1,0,101,53,23,25,101,195.58285714285716,22.204285714285714,23.462857142857143,297.53000000000003
2014-03-26,2,0,102,54,21,27,102,179.98714285714286,22.93285714285715,22.714285714285715,81.16
2014-03-27,3,0,101,54,19,28,101,161.51,23.03571428571429,23.697142857142858,179.17000000000002
2014-03-28,4,0,104,56,20,28,104,131.96428571428572,23.035714285714285,21.368571428571432,99.62
2014-03-29,5,1,104,56,21,27,72,128.55,22.585714285714285,22.104285714285716,156.89999999999998
2014-03-30,6,1,105,57,22,26,78,123.69428571428571,17.585714285714285,19.77857142857143,90.57
2014-03-31,0,0,104,55,23,26,104,115.48428571428573,17.137142857142855,19.528571428571432,150.26
2014-04-01,1,0,104,55,23,26,104,105.29999999999998,21.238571428571426,19.867142857142856,227.32
2014-04-02,2,0,104,54,23,27,104,121.20285714285716,24.514285714285712,19.867142857142856,172.41
2014-04-03,3,0,104,54,24,26,104,119.89857142857143,28.324285714285715,18.882857142857144,149.93
2014-04-04,4,0,105,55,24,26,105,132.7642857142857,32.58714285714286,18.997142857142858,205.94
2014-04-05,5,1,105,56,24,25,78,135.56428571428572,35.254285714285714,18.094285714285714,157.33
2014-04-06,6,1,105,57,23,25,73,140.10999999999999,40.25428571428571,18.025714285714283,106.01
2014-04-07,0,0,105,59,21,25,105,156.25,43.9,18.534285714285716,262.32
2014-04-08,1,0,105,59,22,24,105,148.53428571428572,44.06571428571429,18.34857142857143,173.17000000000002
2014-04-09,2,0,105,58,22,25,105,143.82,44.49571428571428,20.467142857142854,162.04000000000002
2014-04-10,3,0,105,58,24,23,105,142.99142857142857,43.72571428571428,20.488571428571426,168.78
2014-04-11,4,0,105,58,24,23,105,144.77142857142857,42.45142857142857,22.05857142857143,210.47
2014-04-12,5,1,106,55,27,24,79,143.69571428571427,43.95857142857143,24.74285714285714,210.66
2014-04-13,6,1,101,51,28,22,70,133.90285714285713,42.15571428571429,24.74285714285714,46.760000000000005
2014-04-14,0,0,100,51,27,22,100,129.47714285714284,41.62714285714286,22.42285714285714,221.71
2014-04-15,1,0,100,52,26,22,100,127.63,39.82142857142857,22.16142857142857,175.77
2014-04-16,2,0,100,52,27,21,100,133.6757142857143,37.68285714285714,20.042857142857144,178.42000000000002
2014-04-17,3,0,98,51,26,21,98,131.25714285714287,39.709999999999994,21.08142857142857,183.31
2014-04-18,4,0,98,53,25,20,98,127.40142857142858,40.90857142857143,21.225714285714282,202.88
2014-04-19,5,1,99,55,24,20,66,123.81000000000002,41.49,20.595714285714283,145.18
2014-04-20,6,1,102,55,26,21,66,134.4114285714286,41.00714285714286,21.45285714285714,145.0
2014-04-21,0,0,101,53,27,21,101,120.73,38.81142857142857,22.995714285714286,121.06
2014-04-22,1,0,101,53,27,21,101,133.92000000000002,37.26285714285715,23.517142857142858,260.91
2014-04-23,2,0,100,54,25,21,100,133.47142857142856,35.71,25.080000000000002,211.49
2014-04-24,3,0,102,56,25,21,102,143.47857142857143,30.539999999999996,24.617142857142856,203.31
2014-04-25,4,0,103,57,27,19,103,146.56714285714287,27.815714285714282,23.48,209.47
2014-04-26,5,1,105,58,28,19,75,157.3842857142857,24.215714285714284,21.567142857142862,222.31
2014-04-27,6,1,105,60,26,19,70,160.2328571428571,21.50142857142857,20.724285714285717,139.81
2014-04-28,0,0,106,60,26,20,106,176.11857142857144,21.470000000000002,19.231428571428573,231.59
2014-04-29,1,0,105,58,27,20,105,175.91428571428568,20.414285714285715,18.071428571428573,241.54
2014-04-30,2,0,106,60,27,19,106,195.15000000000003,21.59,16.62,347.75
2014-05-01,3,0,105,58,28,19,105,171.61428571428573,21.59,16.165714285714284,1.2
2014-05-02,4,0,104,56,32,16,104,185.84285714285716,24.148571428571426,16.56714285714286,337.79
2014-05-03,5,1,104,56,31,17,69,169.67714285714285,22.08857142857143,16.425714285714285,88.28999999999999
2014-05-04,6,1,102,53,31,18,75,166.74142857142857,22.08857142857143,16.538571428571426,111.85
2014-05-05,0,0,99,51,31,17,99,156.97714285714287,21.555714285714284,16.48857142857143,165.2
2014-05-06,1,0,102,54,32,16,102,148.54999999999998,23.169999999999998,17.65285714285714,204.43
2014-05-07,2,0,104,56,31,17,104,122.43142857142857,22.375714285714285,17.628571428571426,151.64999999999998
2014-05-08,3,0,104,56,33,15,104,140.45857142857145,24.069999999999997,17.717142857142857,174.67000000000002
2014-05-09,4,0,103,55,36,12,103,117.51428571428572,22.630000000000003,16.65285714285714,149.65
2014-05-10,5,1,105,57,35,13,66,133.48857142857142,25.48714285714286,16.65285714285714,223.39
2014-05-11,6,1,107,57,36,14,71,130.89714285714285,26.118571428571432,16.607142857142858,106.24
2014-05-12,0,0,107,57,36,14,107,123.85428571428572,26.85,16.607142857142858,121.74
2014-05-13,1,0,104,54,36,14,104,133.76857142857145,25.885714285714283,15.442857142857145,254.89
2014-05-14,2,0,105,54,35,16,105,140.98285714285714,24.76142857142857,15.355714285714287,181.03
2014-05-15,3,0,103,56,31,16,103,139.56285714285715,23.81857142857143,15.418571428571429,158.57
2014-05-16,4,0,104,58,31,15,104,146.04857142857142,23.074285714285715,15.622857142857143,201.27
2014-05-17,5,1,106,59,31,16,77,146.98000000000002,22.810000000000002,15.961428571428572,222.6
2014-05-18,6,1,105,58,33,14,72,141.47857142857143,22.178571428571427,16.39142857142857,65.9
2014-05-19,0,0,104,57,32,15,104,141.5,20.965714285714284,17.785714285714285,125.7
2014-05-20,1,0,104,56,32,16,104,136.6542857142857,22.02285714285714,17.785714285714285,220.77000000000004
2014-05-21,2,0,104,57,32,15,104,127.68285714285715,22.205714285714286,17.907142857142855,127.0
2014-05-22,3,0,103,56,31,16,103,116.83142857142857,22.18285714285714,17.61285714285714,86.21000000000001
2014-05-23,4,0,102,54,34,14,102,111.20285714285716,21.142857142857142,17.365714285714287,152.05
2014-05-24,5,1,102,54,32,16,72,104.73571428571428,20.514285714285712,17.654285714285713,174.95
2014-05-25,6,1,104,55,33,16,72,103.48714285714286,21.475714285714286,17.341428571428573,62.120000000000005
2014-05-26,0,0,105,56,32,17,105,109.05714285714285,22.172857142857143,16.548571428571428,154.72
2014-05-27,1,0,103,53,33,17,103,110.10714285714286,23.177142857142858,17.298571428571428,232.04
2014-05-28,2,0,103,53,31,19,103,105.45714285714287,24.454285714285714,18.527142857142856,101.99
2014-05-29,3,0,100,51,32,17,100,123.37714285714284,26.64428571428571,19.705714285714286,229.41
2014-05-30,4,0,102,50,34,18,102,127.22714285714285,29.541428571428572,20.537142857142857,195.91
2014-05-31,5,1,103,52,32,19,69,126.05714285714285,29.132857142857144,22.092857142857145,174.79
2014-06-01,6,1,102,50,34,18,74,128.4857142857143,28.17142857142857,23.01142857142857,65.69
2014-06-02,0,0,103,50,33,20,103,133.81285714285715,32.11571428571428,24.004285714285714,226.57
2014-06-03,1,0,102,48,35,19,102,129.36142857142858,29.988571428571426,24.21,197.43
2014-06-04,2,0,103,48,35,20,103,142.82857142857142,29.021428571428572,22.859999999999996,188.54
2014-06-05,3,0,103,47,34,22,103,139.39714285714285,26.102857142857147,21.94142857142857,170.65
2014-06-06,4,0,103,48,33,22,103,135.03571428571428,26.69142857142857,22.14428571428571,180.92
2014-06-07,5,1,103,49,33,21,75,140.32142857142858,26.024285714285714,21.701428571428572,224.02
2014-06-08,6,1,103,49,33,21,73,140.71428571428572,27.10571428571429,20.584285714285716,80.61
2014-06-09,0,0,102,49,32,21,102,134.90142857142857,27.247142857142858,20.650000000000002,197.33
2014-06-10,1,0,103,51,31,21,103,133.8942857142857,31.06714285714286,22.577142857142857,240.61
2014-06-11,2,0,102,51,30,21,102,122.58142857142857,34.93285714285714,23.055714285714284,151.26
2014-06-12,3,0,103,52,29,22,103,116.51714285714286,37.67,23.315714285714286,167.06
2014-06-13,4,0,105,53,31,21,105,110.34285714285716,35.77142857142857,22.28142857142857,105.99
2014-06-14,5,1,105,53,31,21,79,92.81714285714284,36.637142857142855,22.242857142857144,87.13
2014-06-15,6,1,105,52,31,22,75,90.85857142857144,35.55571428571429,22.24285714285714,55.09
2014-06-16,0,0,105,52,31,22,105,85.09285714285716,33.401428571428575,21.21,134.66000000000005
2014-06-17,1,0,107,55,30,22,107,77.18571428571428,31.865714285714287,19.235714285714288,160.69
2014-06-18,2,0,107,55,31,21,107,83.51714285714286,28.06857142857143,19.334285714285716,159.69
2014-06-19,3,0,106,54,31,21,106,81.90714285714286,26.478571428571428,19.884285714285713,138.51
2014-06-20,4,0,106,54,29,23,106,86.18999999999998,25.689999999999998,21.21857142857143,160.97
2014-06-21,5,1,105,56,28,21,67,89.85428571428572,25.74285714285714,20.988571428571426,121.54
2014-06-22,6,1,103,54,29,20,76,96.61571428571428,26.388571428571428,22.482857142857142,122.35
2014-06-23,0,0,104,53,30,21,104,110.03285714285714,26.682857142857138,21.85571428571429,221.99
2014-06-24,1,0,104,53,30,21,104,111.68714285714285,30.306785714285716,20.947142857142858,193.43
2014-06-25,2,0,104,53,32,19,104,126.02714285714285,35.29964285714286,22.587142857142858,316.5
2014-06-26,3,0,103,52,31,20,103,130.09142857142857,37.93678571428571,21.517142857142858,184.75
2014-06-27,4,0,102,50,31,21,102,147.76285714285714,39.61821428571428,20.694285714285716,280.68
2014-06-28,5,1,102,50,32,20,67,151.07571428571427,40.89964285714286,20.19142857142857,130.18
2014-06-29,6,1,105,54,31,20,75,145.70285714285714,40.253928571428574,18.697142857142858,51.92
2014-06-30,0,0,105,52,31,22,105,145.62142857142857,37.848214285714285,20.367142857142856,220.53
2014-07-01,1,0,105,52,31,22,105,148.21714285714285,33.45428571428572,20.914285714285715,182.52
2014-07-02,2,0,104,51,33,20,104,136.6942857142857,28.75142857142857,19.75714285714286,184.82
2014-07-03,3,0,105,53,32,20,105,130.24,25.888571428571428,20.234285714285715,116.05
2014-07-04,4,0,105,54,32,19,105,108.73857142857142,26.18142857142857,21.360000000000003,130.10000000000002
2014-07-05,5,1,105,53,34,18,75,122.42285714285715,24.937142857142856,20.391428571428573,227.34
2014-07-06,6,1,105,52,33,20,76,122.98714285714286,26.23428571428571,20.524285714285718,93.72
2014-07-07,0,0,105,53,31,21,105,110.95142857142856,28.124285714285712,18.854285714285716,131.16
2014-07-08,1,0,105,53,31,21,105,106.15285714285714,25.89142857142857,19.919999999999998,135.81
2014-07-09,2,0,104,51,32,21,104,97.7942857142857,25.578571428571426,18.860000000000003,124.75
2014-07-10,3,0,104,52,32,20,104,106.13714285714286,31.28392857142857,18.382857142857144,246.21
2014-07-11,4,0,105,52,33,20,105,112.14,32.842499999999994,16.745714285714286,174.79
2014-07-12,5,1,103,52,33,18,76,105.72714285714288,33.17821428571428,18.877142857142854,202.86
2014-07-13,6,1,102,51,34,17,73,110.09714285714287,31.88107142857143,18.744285714285716,95.68
2014-07-14,0,0,102,51,34,17,102,108.32857142857144,35.22535714285714,19.017142857142858,150.76
2014-07-15,1,0,103,51,35,17,103,109.09285714285714,40.859642857142866,17.404285714285713,169.95999999999998
2014-07-16,2,0,101,51,33,17,101,108.59857142857143,42.86392857142857,17.404285714285713,135.7
2014-07-17,3,0,102,51,34,17,102,112.22857142857141,39.67857142857143,17.404285714285713,216.14
2014-07-18,4,0,98,50,33,15,98,109.10000000000001,34.628571428571426,19.104285714285712,136.22
2014-07-19,5,1,98,53,31,14,65,93.99857142857141,33.36142857142857,17.74142857142857,78.74
2014-07-20,6,1,98,53,32,13,62,87.13857142857144,33.36142857142857,17.74142857142857,54.45
2014-07-21,0,0,99,53,33,13,99,94.43714285714285,30.062857142857144,17.46857142857143,169.72000000000003
2014-07-22,1,0,100,53,35,12,100,88.10142857142857,24.72142857142857,17.46857142857143,89.46
2014-07-23,2,0,100,54,35,11,100,82.73,27.224285714285713,17.46857142857143,108.41
2014-07-24,3,0,101,55,35,11,101,80.53571428571429,23.782857142857146,17.46857142857143,179.22000000000003
2014-07-25,4,0,101,55,33,13,101,77.08142857142857,27.234285714285715,15.768571428571429,121.74
2014-07-26,5,1,101,55,33,13,69,95.7757142857143,28.374285714285715,15.0,207.02
2014-07-27,6,1,101,55,33,13,65,96.66857142857144,28.374285714285715,15.0,61.17
2014-07-28,0,0,102,55,34,13,102,86.51571428571428,26.964285714285715,15.0,86.47
2014-07-29,1,0,104,54,36,14,104,90.66857142857144,30.675714285714285,15.0,138.81
2014-07-30,2,0,105,54,36,15,105,96.95000000000002,29.145714285714288,15.0,138.2
2014-07-31,3,0,104,54,34,16,104,85.79714285714286,30.235714285714288,15.0,108.69
2014-08-01,4,0,102,52,34,16,102,89.57000000000001,31.474285714285713,15.0,151.14
2014-08-02,5,1,101,51,34,16,74,86.44571428571429,31.515714285714285,15.214285714285714,192.12
2014-08-03,6,1,101,51,33,17,71,84.19000000000001,31.515714285714285,15.565714285714284,58.01
2014-08-04,0,0,103,53,34,16,103,97.39857142857143,33.89,15.565714285714284,202.38
2014-08-05,1,0,104,54,34,16,104,102.07714285714287,31.361428571428572,15.565714285714284,154.07
2014-08-06,2,0,104,55,33,16,104,105.61,28.61428571428571,16.034285714285712,159.23
2014-08-07,3,0,106,57,33,16,106,128.33285714285714,30.397142857142853,16.034285714285712,282.27
2014-08-08,4,0,103,55,32,16,103,127.16,28.11285714285714,16.192857142857143,136.29000000000002
2014-08-09,5,1,104,55,33,16,77,120.33428571428571,32.64,15.978571428571428,172.53
2014-08-10,6,1,105,55,34,16,75,118.78,32.64,15.627142857142857,38.04
2014-08-11,0,0,105,56,32,17,105,117.31285714285715,34.348571428571425,17.512857142857143,219.88
2014-08-12,1,0,104,55,31,18,104,109.60142857142857,34.13857142857143,17.512857142857143,93.17
2014-08-13,2,0,105,54,32,19,105,112.51428571428573,35.682857142857145,17.044285714285714,177.93
2014-08-14,3,0,105,53,33,19,105,93.32142857142857,36.144285714285715,17.044285714285714,154.44
2014-08-15,4,0,106,52,33,21,106,94.23714285714287,37.88857142857143,17.231428571428573,156.22000000000003
2014-08-16,5,1,106,54,30,22,76,94.26571428571428,37.89392857142857,20.112857142857145,204.17
2014-08-17,6,1,106,55,30,21,80,97.14,38.47821428571429,20.112857142857145,57.35999999999999
2014-08-18,0,0,104,53,30,21,104,93.44428571428571,39.6325,18.57,191.29
2014-08-19,1,0,102,51,30,21,102,99.53999999999999,41.72821428571429,23.261428571428574,197.35
2014-08-20,2,0,102,51,31,20,102,88.2942857142857,41.2725,24.115714285714287,111.22
2014-08-21,3,0,103,50,33,20,103,91.15428571428572,42.479642857142856,24.115714285714287,180.5
2014-08-22,4,0,102,50,33,19,102,96.13714285714286,42.605357142857144,25.069999999999997,198.66
2014-08-23,5,1,100,48,33,19,67,98.37857142857142,35.97857142857143,22.18857142857143,139.19
2014-08-24,6,1,99,49,32,18,72,97.99857142857142,37.61714285714286,22.18857142857143,75.49
2014-08-25,0,0,101,50,33,18,101,101.94857142857144,37.941428571428574,21.845714285714283,218.46
2014-08-26,1,0,104,50,35,19,104,116.85714285714286,38.36285714285714,17.154285714285713,265.16
2014-08-27,2,0,103,50,34,19,103,128.89000000000001,40.381428571428565,16.3,200.97
2014-08-28,3,0,105,53,34,18,105,144.02285714285716,41.76857142857143,16.3,291.40000000000003
2014-08-29,4,0,105,53,34,18,105,152.11285714285714,42.67857142857143,15.955714285714285,259.25
2014-08-30,5,1,105,53,35,17,72,144.94714285714286,45.42285714285714,15.955714285714285,110.31
2014-08-31,6,1,105,53,38,14,67,149.96857142857144,45.527142857142856,15.955714285714285,99.76
2014-09-01,0,0,105,53,37,15,105,145.52428571428572,43.16285714285715,15.955714285714285,166.64
2014-09-02,1,0,102,52,35,15,102,134.95714285714286,40.16142857142857,15.955714285714285,168.89
2014-09-03,2,0,100,48,37,15,100,135.37428571428572,39.15428571428572,16.79285714285714,205.33
2014-09-04,3,0,100,48,36,16,100,119.34571428571428,39.83571428571429,17.358571428571427,195.33
2014-09-05,4,0,103,52,35,16,103,108.20428571428572,38.709999999999994,16.40285714285714,163.53
2014-09-06,5,1,102,51,34,17,69,109.73857142857142,42.59250000000001,16.907142857142855,171.91
2014-09-07,6,1,101,54,31,16,73,104.9357142857143,41.14392857142857,16.907142857142855,62.02
2014-09-08,0,0,104,56,32,16,104,109.61999999999999,40.42535714285714,16.907142857142855,186.71
2014-09-09,1,0,104,56,32,16,104,118.67857142857143,44.02964285714286,17.505714285714287,269.67
2014-09-10,2,0,103,56,31,16,103,134.47714285714287,43.446785714285724,16.66857142857143,304.76
2014-09-11,3,0,104,56,31,17,104,149.89714285714285,40.61821428571428,16.102857142857143,265.12
2014-09-12,4,0,104,55,32,17,104,154.41142857142856,41.80821428571428,16.102857142857143,201.2
2014-09-13,5,1,104,56,30,18,70,181.15285714285713,40.26142857142857,15.598571428571429,322.67999999999995
2014-09-14,6,1,107,58,31,18,78,190.81571428571428,39.42714285714285,15.598571428571429,122.83
2014-09-15,0,0,105,57,30,18,105,198.63857142857142,37.42428571428571,15.598571428571429,229.12
2014-09-16,1,0,103,55,30,18,103,212.24142857142857,35.971428571428575,15.0,458.98
2014-09-17,2,0,104,55,30,19,104,214.47285714285712,35.58714285714286,15.0,313.13000000000005
2014-09-18,3,0,103,54,30,19,103,225.46714285714285,32.424285714285716,15.0,333.84
2014-09-19,4,0,102,53,29,20,102,227.83999999999997,28.294285714285714,15.0,187.0
2014-09-20,5,1,100,50,30,20,67,203.71857142857144,26.05142857142857,15.374285714285715,145.47
2014-09-21,6,1,99,48,30,21,65,196.52,26.541428571428572,15.374285714285715,75.45
2014-09-22,0,0,101,47,32,22,101,201.49714285714285,27.282857142857143,15.374285714285715,278.7
2014-09-23,1,0,103,49,31,23,103,183.94428571428574,26.812857142857144,15.374285714285715,223.54
2014-09-24,2,0,103,50,31,22,103,168.8014285714286,28.93,16.958571428571428,238.82
2014-09-25,3,0,103,51,30,22,103,168.8014285714286,32.47714285714286,17.82857142857143,405.5
2014-09-26,4,0,101,51,27,23,101,182.93714285714285,37.90535714285714,18.302857142857142,335.2
2014-09-27,5,1,102,51,30,21,73,202.00571428571428,39.71821428571428,18.192857142857143,290.87
2014-09-28,6,1,102,53,30,19,69,208.48857142857145,39.29821428571428,18.192857142857143,113.9
2014-09-29,0,0,101,53,30,18,101,203.65714285714284,39.691071428571426,19.517142857142858,257.88
2014-09-30,1,0,100,51,32,17,100,221.21,39.06535714285714,22.231428571428573,465.99
2014-10-01,2,0,102,53,32,17,102,239.8385714285714,38.856785714285714,20.647142857142853,350.53000000000003
2014-10-02,3,0,101,53,32,16,101,220.0985714285714,36.76678571428572,19.777142857142856,197.32
2014-10-03,4,0,102,55,31,16,102,226.25142857142856,32.59285714285714,19.302857142857142,344.76
2014-10-04,5,1,101,52,33,16,68,226.31,30.169999999999998,19.06,272.61999999999995
2014-10-05,6,1,101,53,33,15,66,223.80285714285714,30.055714285714288,19.06,87.55
2014-10-06,0,0,100,51,36,13,100,238.08285714285714,30.38,17.735714285714288,518.5600000000001
2014-10-07,1,0,99,49,34,16,99,234.28285714285715,33.339999999999996,15.021428571428572,331.73999999999995
2014-10-08,2,0,98,49,33,16,98,234.28285714285715,34.25714285714286,15.021428571428572,384.44
2014-10-09,3,0,99,50,34,15,99,254.02285714285716,33.932857142857145,15.021428571428572,349.35
2014-10-10,4,0,100,51,32,17,100,238.95285714285714,38.106785714285714,15.021428571428572,273.13
2014-10-11,5,1,99,50,31,18,74,231.08142857142857,39.12964285714286,15.0,220.95
2014-10-12,6,1,98,49,32,17,70,234.23857142857145,39.41535714285715,15.0,129.24
2014-10-13,0,0,98,49,31,18,98,220.81857142857143,38.5725,15.0,242.5
2014-10-14,1,0,97,48,31,18,97,211.36714285714285,34.526785714285715,15.0,239.14
2014-10-15,2,0,99,47,33,19,99,190.98142857142855,33.7125,15.0,204.23
